transaction_id,date,time_id,passenger_id,route_id,route_name,bus_id,bus_number,bus_type,fuel_type,capacity,source_stop,destination_stop,boarding_time,age_group,gender,ticket_type,fare_type_id,fare_code,discount_percent,base_fare,actual_fare,concession_flag,zone_source,zone_dest,region_source,region_dest,distance_km,day_of_week,season,holiday_flag,peak_hour_flag,frequency_weekday,frequency_sunday,first_bus,last_bus
80,2024-11-15,320,10080,1,5,1,MH04AE2228,Non-AC,CNG,46,Chhatrapati Shivaji Maharaj Hospital Kalwa,Reliable Plaza,11:43:00,Adult,Female,Monthly,6,MONTHLY,15.0,11.1,9.43,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Friday,Winter,FALSE,FALSE,22,37,05:40:00,21:45:00
81,2024-11-15,320,10081,1,5,1,MH04AE2228,Non-AC,CNG,46,Minds Space,Airoli Bus Station,11:43:00,Senior,Female,Single,3,SENIOR,50.0,11.1,5.55,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Friday,Winter,FALSE,FALSE,22,37,05:40:00,21:45:00
82,2025-05-18,138,10082,1,5,2,MH04AV7752,Non-AC,CNG,53,Babla Compound,Airoli Bus Station,14:20:00,Student,Male,Single,2,STUDENT,25.0,31.88,23.91,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Sunday,Summer,TRUE,FALSE,22,37,05:40:00,21:45:00
83,2025-05-18,138,10083,1,5,2,MH04AV7752,Non-AC,CNG,53,Tahsil Karyalaya Bhiwandi,Bhumi World,14:20:00,Student,Female,Monthly,2,STUDENT,25.0,11.1,8.32,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Sunday,Summer,TRUE,FALSE,22,37,05:40:00,21:45:00
84,2025-05-18,138,10084,1,5,2,MH04AV7752,Non-AC,CNG,53,Dadoji Konddev Stadium,Mahagiri Koliwada,14:20:00,Student,Female,Single,2,STUDENT,25.0,11.1,8.32,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Sunday,Summer,TRUE,FALSE,22,37,05:40:00,21:45:00
85,2025-05-18,138,10085,1,5,2,MH04AV7752,Non-AC,CNG,53,Railway Bridge Pimplas,Golden Daiej (Majiwada Junction),14:20:00,Student,Female,Single,2,STUDENT,25.0,11.1,8.32,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Sunday,Summer,TRUE,FALSE,22,37,05:40:00,21:45:00
86,2025-05-18,138,10086,1,5,2,MH04AV7752,Non-AC,CNG,53,Tahsil Karyalaya Bhiwandi,M.S.E.B.Office Bhiwandi,14:20:00,Adult,Female,Single,1,REGULAR,0.0,11.1,11.1,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Sunday,Summer,TRUE,FALSE,22,37,05:40:00,21:45:00
87,2025-05-18,138,10087,1,5,2,MH04AV7752,Non-AC,CNG,53,Dongarli,Indian Oil Diva Highway,14:20:00,Child,Male,Single,4,CHILD,50.0,11.1,5.55,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Sunday,Summer,TRUE,FALSE,22,37,05:40:00,21:45:00
88,2025-05-18,138,10088,1,5,2,MH04AV7752,Non-AC,CNG,53,Police Line,Dadoji Kondadev Stadium,14:20:00,Senior,Female,Single,3,SENIOR,50.0,11.1,5.55,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Sunday,Summer,TRUE,FALSE,22,37,05:40:00,21:45:00
89,2025-05-18,138,10089,1,5,3,MH04UJ5343,Non-AC,CNG,45,Lodha Complex,Golden Daiej (Majiwada Junction),21:12:00,Child,Female,Return,4,CHILD,50.0,11.1,11.1,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Sunday,Summer,TRUE,FALSE,22,37,05:40:00,21:45:00
90,2025-05-18,138,10090,1,5,3,MH04UJ5343,Non-AC,CNG,45,Indian Oil Pump (Mankoli),Digha Village,21:12:00,Adult,Female,Return,1,REGULAR,0.0,19.92,39.85,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Sunday,Summer,TRUE,FALSE,22,37,05:40:00,21:45:00
91,2025-05-18,138,10091,1,5,3,MH04UJ5343,Non-AC,CNG,45,Majiwada B.M.C Office,Court Naka (Kanhaji Angre Chowk),21:12:00,Adult,Male,Single,1,REGULAR,0.0,11.1,11.1,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Sunday,Summer,TRUE,FALSE,22,37,05:40:00,21:45:00
92,2025-05-18,138,10092,1,5,3,MH04UJ5343,Non-AC,CNG,45,Chhatrapati Shivaji Maharaj Chowk Bhiwandi,Bhadwad Pipeline,21:12:00,Adult,Female,Single,1,REGULAR,0.0,11.1,11.1,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Sunday,Summer,TRUE,FALSE,22,37,05:40:00,21:45:00
93,2025-05-22,142,10093,1,5,1,MH04AE2228,Non-AC,CNG,46,Bhadwad Pipeline,Bhumi World,14:19:00,Adult,Female,Single,1,REGULAR,0.0,11.1,11.1,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
94,2025-05-22,142,10094,1,5,1,MH04AE2228,Non-AC,CNG,46,Temghar Pada,Mahagiri Koliwada,14:19:00,Senior,Male,Single,3,SENIOR,50.0,18.78,9.39,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
95,2025-05-22,142,10095,1,5,1,MH04AE2228,Non-AC,CNG,46,Airoli Naka,Airoli Station,14:19:00,Senior,Male,Single,3,SENIOR,50.0,11.1,5.55,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
96,2025-05-22,142,10096,1,5,1,MH04AE2228,Non-AC,CNG,46,Mukund Company Bridge,M.S.E.B Digha,14:19:00,Adult,Female,Single,1,REGULAR,0.0,11.1,11.1,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
97,2025-05-22,142,10097,1,5,1,MH04AE2228,Non-AC,CNG,46,Tata Housing Bhiwandi Bypass,Bhumi World,14:19:00,Senior,Male,Return,3,SENIOR,50.0,11.1,11.1,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
98,2025-05-22,142,10098,1,5,1,MH04AE2228,Non-AC,CNG,46,Ovali Gaon Bhiwandi Road,Lodha Complex,14:19:00,Adult,Female,Daily,8,DAILY,5.0,11.1,10.54,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
99,2025-05-22,142,10099,1,5,1,MH04AE2228,Non-AC,CNG,46,Digha Village,Minds Space,14:19:00,Adult,Male,Monthly,6,MONTHLY,15.0,11.1,9.43,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
100,2025-05-22,142,10100,1,5,1,MH04AE2228,Non-AC,CNG,46,Dadoji Kondadev Stadium,Digha Village,14:19:00,Student,Female,Weekly,2,STUDENT,25.0,11.1,8.32,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
101,2025-05-22,142,10101,1,5,1,MH04AE2228,Non-AC,CNG,46,Chhatrapati Shivaji Maharaj Hospital Kalwa,Vitava Naka,14:19:00,Student,Male,Single,2,STUDENT,25.0,11.1,8.32,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
102,2025-05-22,142,10102,1,5,1,MH04AE2228,Non-AC,CNG,46,Ovali Gaon Bhiwandi Road,Lodha Complex,14:19:00,Adult,Male,Single,1,REGULAR,0.0,11.1,11.1,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
103,2025-05-22,142,10103,1,5,1,MH04AE2228,Non-AC,CNG,46,Castle Mill Chowk,Thane,14:19:00,Senior,Female,Single,3,SENIOR,50.0,11.1,5.55,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
104,2025-05-22,142,10104,1,5,1,MH04AE2228,Non-AC,CNG,46,Mukund Company Bridge,Airoli Bus Station,14:19:00,Adult,Other,Single,1,REGULAR,0.0,11.1,11.1,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
105,2025-05-22,142,10105,1,5,1,MH04AE2228,Non-AC,CNG,46,Vitava Naka,Digha Village,14:19:00,Student,Male,Monthly,2,STUDENT,25.0,11.1,8.32,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
106,2025-05-22,142,10106,1,5,1,MH04AE2228,Non-AC,CNG,46,Bhumi World,Golden Daiej (Majiwada Junction),14:19:00,Adult,Female,Single,1,REGULAR,0.0,11.1,11.1,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
107,2025-05-22,142,10107,1,5,1,MH04AE2228,Non-AC,CNG,46,Chendani Koliwada,Airoli Station,14:19:00,Student,Male,Monthly,2,STUDENT,25.0,11.1,8.32,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
108,2025-05-22,142,10108,1,5,1,MH04AE2228,Non-AC,CNG,46,Saibaba Mandir Bhiwandi Road,Mankoli,10:22:00,Adult,Male,Single,1,REGULAR,0.0,11.1,11.1,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
109,2025-05-22,142,10109,1,5,1,MH04AE2228,Non-AC,CNG,46,Toll Plaza Kharegaon,R.T.O Office (Thane),10:22:00,Adult,Female,Single,1,REGULAR,0.0,11.1,11.1,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
110,2025-05-22,142,10110,1,5,1,MH04AE2228,Non-AC,CNG,46,Babla Compound,Kharegaon Phata,10:22:00,Adult,Male,Single,1,REGULAR,0.0,11.38,11.38,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
111,2025-05-22,142,10111,1,5,1,MH04AE2228,Non-AC,CNG,46,Kalwa Naka,Airoli Naka,10:22:00,Student,Female,Single,2,STUDENT,25.0,11.1,8.32,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
112,2025-05-22,142,10112,1,5,1,MH04AE2228,Non-AC,CNG,46,Indian Oil Pump (Mankoli),Chhatrapati Shivaji Maharaj Hospital Kalwa,10:22:00,Adult,Male,Single,1,REGULAR,0.0,16.51,16.51,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
113,2025-05-22,142,10113,1,5,1,MH04AE2228,Non-AC,CNG,46,Bhiwandi S.T.Stand,Cement Plant (Nanak Dhaba),11:45:00,Child,Female,Single,4,CHILD,50.0,11.1,5.55,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
114,2025-05-22,142,10114,1,5,1,MH04AE2228,Non-AC,CNG,46,Police Line,Thane,11:45:00,Adult,Female,Single,1,REGULAR,0.0,11.1,11.1,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
115,2025-05-22,142,10115,1,5,1,MH04AE2228,Non-AC,CNG,46,Pimpalas Phata,Holy Cross School,11:45:00,Adult,Female,Monthly,6,MONTHLY,15.0,13.09,11.13,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
116,2025-05-22,142,10116,1,5,1,MH04AE2228,Non-AC,CNG,46,Dongarli,Bharat Bijlee Airoli,14:19:00,Adult,Male,Weekly,7,WEEKLY,10.0,26.18,23.57,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
117,2025-05-22,142,10117,1,5,1,MH04AE2228,Non-AC,CNG,46,Farm House Anjur Gaon,Kharegaon Phata,14:19:00,Child,Male,Single,4,CHILD,50.0,11.1,5.55,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
118,2025-05-22,142,10118,1,5,1,MH04AE2228,Non-AC,CNG,46,Court Naka (Kanhaji Angre Chowk),Airoli Naka,14:19:00,Student,Female,Monthly,2,STUDENT,25.0,11.1,8.32,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
119,2025-05-22,142,10119,1,5,3,MH04UJ5343,Non-AC,CNG,45,Cement Plant (Nanak Dhaba),Court Naka (Kanhaji Angre Chowk),09:23:00,Adult,Female,Monthly,6,MONTHLY,15.0,11.38,9.68,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
120,2025-05-22,142,10120,1,5,3,MH04UJ5343,Non-AC,CNG,45,Minds Space,Airoli Bus Station,09:23:00,Adult,Male,Single,1,REGULAR,0.0,11.1,11.1,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
121,2025-05-22,142,10121,1,5,3,MH04UJ5343,Non-AC,CNG,45,R.T.O Office (Thane),Kalwa Naka,09:23:00,Adult,Male,Monthly,6,MONTHLY,15.0,11.1,9.43,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Thursday,Summer,FALSE,FALSE,22,37,05:40:00,21:45:00
122,2025-03-29,88,10122,1,5,1,MH04AE2228,Non-AC,CNG,46,Muktai Nagar Majiwada,Kalwa Naka,16:12:00,Adult,Male,Single,1,REGULAR,0.0,11.1,11.1,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Saturday,Winter,TRUE,FALSE,22,37,05:40:00,21:45:00
123,2025-03-29,88,10123,1,5,1,MH04AE2228,Non-AC,CNG,46,Pimpalas Phata,Mankoli,16:12:00,Child,Female,Return,4,CHILD,50.0,11.1,11.1,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Saturday,Winter,TRUE,FALSE,22,37,05:40:00,21:45:00
124,2025-03-29,88,10124,1,5,1,MH04AE2228,Non-AC,CNG,46,Reliable Plaza,Airoli Naka,16:12:00,Adult,Male,Single,1,REGULAR,0.0,11.1,11.1,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Saturday,Winter,TRUE,FALSE,22,37,05:40:00,21:45:00
125,2025-03-29,88,10125,1,5,1,MH04AE2228,Non-AC,CNG,46,M.S.E.B Digha,Bharat Bijlee Airoli,16:12:00,Student,Female,Monthly,2,STUDENT,25.0,11.1,8.32,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Saturday,Winter,TRUE,FALSE,22,37,05:40:00,21:45:00
126,2025-03-29,88,10126,1,5,1,MH04AE2228,Non-AC,CNG,46,Anjur Gaon,Police Line,16:12:00,Student,Male,Weekly,2,STUDENT,25.0,11.1,8.32,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Saturday,Winter,TRUE,FALSE,22,37,05:40:00,21:45:00
127,2025-03-29,88,10127,1,5,1,MH04AE2228,Non-AC,CNG,46,Court Naka (Kanhaji Angre Chowk),Airoli Naka,16:12:00,Student,Male,Single,2,STUDENT,25.0,11.1,8.32,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Saturday,Winter,TRUE,FALSE,22,37,05:40:00,21:45:00
128,2025-03-29,88,10128,1,5,1,MH04AE2228,Non-AC,CNG,46,Nashik Bypass Bharat Petroleum,Temghar Pada,16:12:00,Adult,Male,Single,1,REGULAR,0.0,11.1,11.1,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Saturday,Winter,TRUE,FALSE,22,37,05:40:00,21:45:00
129,2025-03-29,88,10129,1,5,1,MH04AE2228,Non-AC,CNG,46,Nashik Bypass Bharat Petroleum,R.T.O Office (Thane),16:12:00,Child,Female,Single,4,CHILD,50.0,21.63,10.82,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Saturday,Winter,TRUE,FALSE,22,37,05:40:00,21:45:00
130,2025-03-29,88,10130,1,5,1,MH04AE2228,Non-AC,CNG,46,Holy Cross School,Chendani Koliwada,16:12:00,Child,Male,Single,4,CHILD,50.0,11.1,5.55,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Saturday,Winter,TRUE,FALSE,22,37,05:40:00,21:45:00
131,2025-03-29,88,10131,1,5,1,MH04AE2228,Non-AC,CNG,46,Tata Housing Bhiwandi Bypass,Gokul Nagar,16:12:00,Adult,Female,Return,1,REGULAR,0.0,12.52,25.05,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Saturday,Winter,TRUE,FALSE,22,37,05:40:00,21:45:00
132,2025-03-29,88,10132,1,5,1,MH04AE2228,Non-AC,CNG,46,M.S.E.B.Office Bhiwandi,Thane,16:12:00,Senior,Female,Single,3,SENIOR,50.0,21.63,10.82,TRUE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Saturday,Winter,TRUE,FALSE,22,37,05:40:00,21:45:00
133,2025-03-29,88,10133,1,5,1,MH04AE2228,Non-AC,CNG,46,Mahagiri Koliwada,Ganesh Nagar,16:12:00,Adult,Male,Single,1,REGULAR,0.0,11.1,11.1,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Saturday,Winter,TRUE,FALSE,22,37,05:40:00,21:45:00
134,2025-03-29,88,10134,1,5,2,MH04AV7752,Non-AC,CNG,53,Vitava Naka,Airoli Naka,09:48:00,Adult,Female,Single,1,REGULAR,0.0,11.1,11.1,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Saturday,Winter,TRUE,FALSE,22,37,05:40:00,21:45:00
135,2025-03-29,88,10135,1,5,2,MH04AV7752,Non-AC,CNG,53,Tahsil Karyalaya Bhiwandi,Anjur Gaon,09:48:00,Adult,Other,Single,1,REGULAR,0.0,11.95,11.95,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Saturday,Winter,TRUE,FALSE,22,37,05:40:00,21:45:00
136,2025-03-29,88,10136,1,5,2,MH04AV7752,Non-AC,CNG,53,Najarana Compound,Holy Cross School,09:48:00,Adult,Female,Single,1,REGULAR,0.0,21.06,21.06,FALSE,Thane,Navi_Mumbai,Thane_District,Thane_District,28.5,Saturday,Winter,TRUE,FALSE,22,37,05:40:00,21:45:00
137,2024-08-23,236,10137,2,86,4,MH04PI8537,Non-AC,Diesel,53,Subhash Tower,Axis Bank,17:16:00,Student,Male,Weekly,2,STUDENT,25.0,12.15,9.11,TRUE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Friday,Monsoon,FALSE,TRUE,45,45,08:05:00,22:12:00
138,2024-08-23,236,10138,2,86,6,MH04QL3025,Non-AC,Diesel,47,Dadoji Konddev Stadium,Ganpati Pada (Vitava Naka),07:33:00,Adult,Female,Monthly,6,MONTHLY,15.0,10.5,8.92,TRUE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Friday,Monsoon,FALSE,TRUE,45,45,08:05:00,22:12:00
139,2024-08-23,236,10139,2,86,6,MH04QL3025,Non-AC,Diesel,47,Shil Phata Mumbra Road,Mumbra Police Station,07:33:00,Adult,Male,Single,1,REGULAR,0.0,10.5,10.5,FALSE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Friday,Monsoon,FALSE,TRUE,45,45,08:05:00,22:12:00
140,2024-08-23,236,10140,2,86,6,MH04QL3025,Non-AC,Diesel,47,Court Naka (Kanhaji Angre Chowk),Mahagiri Koliwada,07:33:00,Student,Female,Monthly,2,STUDENT,25.0,10.5,7.88,TRUE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Friday,Monsoon,FALSE,TRUE,45,45,08:05:00,22:12:00
141,2024-08-23,236,10141,2,86,6,MH04QL3025,Non-AC,Diesel,47,Sahyadri Society,Modi Hospital,07:33:00,Adult,Male,Single,1,REGULAR,0.0,14.1,14.1,FALSE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Friday,Monsoon,FALSE,TRUE,45,45,08:05:00,22:12:00
142,2024-08-23,236,10142,2,86,6,MH04QL3025,Non-AC,Diesel,47,Mumbra Railway Station,Reti Bunder Circle (Atmaram Patil Chowk),07:33:00,Adult,Female,Single,1,REGULAR,0.0,10.5,10.5,FALSE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Friday,Monsoon,FALSE,TRUE,45,45,08:05:00,22:12:00
143,2024-08-23,236,10143,2,86,6,MH04QL3025,Non-AC,Diesel,47,Kismat Colony,Datta Meghe College,07:33:00,Adult,Male,Monthly,6,MONTHLY,15.0,22.85,19.42,TRUE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Friday,Monsoon,FALSE,TRUE,45,45,08:05:00,22:12:00
144,2024-08-23,236,10144,2,86,6,MH04QL3025,Non-AC,Diesel,47,Shil Gaon,Lalit Clinic,07:33:00,Child,Female,Single,4,CHILD,50.0,10.5,5.25,TRUE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Friday,Monsoon,FALSE,TRUE,45,45,08:05:00,22:12:00
145,2024-08-23,236,10145,2,86,6,MH04QL3025,Non-AC,Diesel,47,Shimla Park,Court Naka (Kanhaji Angre Chowk),07:33:00,Adult,Male,Single,1,REGULAR,0.0,14.58,14.58,FALSE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Friday,Monsoon,FALSE,TRUE,45,45,08:05:00,22:12:00
146,2024-08-23,236,10146,2,86,6,MH04QL3025,Non-AC,Diesel,47,Nashimat Colony,P C Society Madhavi Road,07:33:00,Adult,Female,Daily,8,DAILY,5.0,23.82,22.63,TRUE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Friday,Monsoon,FALSE,TRUE,45,45,08:05:00,22:12:00
147,2024-08-23,236,10147,2,86,6,MH04QL3025,Non-AC,Diesel,47,Datta Meghe College,Airoli Bus Station,07:33:00,Student,Male,Monthly,2,STUDENT,25.0,10.5,7.88,TRUE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Friday,Monsoon,FALSE,TRUE,45,45,08:05:00,22:12:00
148,2024-08-23,236,10148,2,86,6,MH04QL3025,Non-AC,Diesel,47,Shimla Park,Ojas Apartment,07:33:00,Adult,Female,Single,1,REGULAR,0.0,24.31,24.31,FALSE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Friday,Monsoon,FALSE,TRUE,45,45,08:05:00,22:12:00
149,2025-04-02,92,10149,2,86,7,MH04FV9754,Non-AC,CNG,45,Amrut Nagar (Mumbra),Mindspace (Capgemini),14:11:00,Adult,Female,Single,1,REGULAR,0.0,18.47,18.47,FALSE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Wednesday,Summer,FALSE,FALSE,45,45,08:05:00,22:12:00
150,2025-04-02,92,10150,2,86,7,MH04FV9754,Non-AC,CNG,45,Neva Garden,Airoli Station (W),14:11:00,Student,Male,Single,2,STUDENT,25.0,10.5,7.88,TRUE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Wednesday,Summer,FALSE,FALSE,45,45,08:05:00,22:12:00
151,2025-04-02,92,10151,2,86,7,MH04FV9754,Non-AC,CNG,45,Sahyadri Society,Motiram Shankar Patekar Chowk,14:11:00,Child,Female,Single,4,CHILD,50.0,13.12,6.56,TRUE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Wednesday,Summer,FALSE,FALSE,45,45,08:05:00,22:12:00
152,2025-04-02,92,10152,2,86,7,MH04FV9754,Non-AC,CNG,45,Neva Garden,Parsik Bank,14:11:00,Adult,Male,Monthly,6,MONTHLY,15.0,10.5,8.92,TRUE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Wednesday,Summer,FALSE,FALSE,45,45,08:05:00,22:12:00
153,2025-04-02,92,10153,2,86,7,MH04FV9754,Non-AC,CNG,45,Bharat Gears (Mumbra),Mumbra Railway Station,14:11:00,Adult,Female,Single,1,REGULAR,0.0,10.5,10.5,FALSE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Wednesday,Summer,FALSE,FALSE,45,45,08:05:00,22:12:00
154,2025-04-02,92,10154,2,86,7,MH04FV9754,Non-AC,CNG,45,Airoli Station (W),Airoli Bus Station,14:11:00,Child,Male,Return,4,CHILD,50.0,10.5,10.5,TRUE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Wednesday,Summer,FALSE,FALSE,45,45,08:05:00,22:12:00
155,2025-04-02,92,10155,2,86,7,MH04FV9754,Non-AC,CNG,45,Kalwa Naka,Patni Company Airoli,14:11:00,Adult,Female,Monthly,6,MONTHLY,15.0,10.5,8.92,TRUE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Wednesday,Summer,FALSE,FALSE,45,45,08:05:00,22:12:00
156,2025-04-02,92,10156,2,86,7,MH04FV9754,Non-AC,CNG,45,Sainath Nagar,Parsik Bank,14:11:00,Adult,Female,Monthly,6,MONTHLY,15.0,17.5,14.88,TRUE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Wednesday,Summer,FALSE,FALSE,45,45,08:05:00,22:12:00
157,2025-04-02,92,10157,2,86,6,MH04QL3025,Non-AC,Diesel,47,Manisha Nagar,Gaondevi Maidan / Airoli Gaon,21:06:00,Child,Male,Return,4,CHILD,50.0,11.18,11.18,TRUE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Wednesday,Summer,FALSE,FALSE,45,45,08:05:00,22:12:00
158,2025-04-02,92,10158,2,86,6,MH04QL3025,Non-AC,Diesel,47,Thane,Chhatrapati Shivaji Maharaj Hospital Kalwa,21:06:00,Student,Female,Monthly,2,STUDENT,25.0,10.5,7.88,TRUE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Wednesday,Summer,FALSE,FALSE,45,45,08:05:00,22:12:00
159,2024-11-19,324,10159,2,86,5,MH04GB2237,Non-AC,Diesel,49,Gaondevi Maidan / Airoli Gaon,Parsik Bank,14:51:00,Adult,Female,Monthly,6,MONTHLY,15.0,10.5,8.92,TRUE,Eastern_Mumbai,Navi_Mumbai,Thane_District,Thane_District,32.1,Tuesday,Winter,FALSE,FALSE,45,45,08:05:00,22:12:00
